"","NFLX.Open","NFLX.High","NFLX.Low","NFLX.Close","NFLX.Volume","NFLX.Adjusted"
"858",15.552857,16.277143,15.457143,15.878571,28188300,15.878571
"859",15.608571,15.882857,15.297143,15.327143,15894900,15.327143
"860",15.557143,15.865714,14.97,15.825714,18494000,15.825714
"861",15.991429,16.38143,15.701429,15.978571,18261600,15.978571
"862",15.697143,16.385714,15.362857,15.682857,21744100,15.682857
"863",15.685714,16.177143,15.321429,15.594286,26215700,15.594286
"864",15.867143,16.071428,15.328571,15.761429,24122700,15.761429
"865",16.139999,16.838572,16.031429,16.49,39731300,16.49
"866",16.860001,17.125713,16.624287,16.951429,24768100,16.951429
"867",16.782858,17.364286,16.657143,17.241428,28693700,17.241428
"868",17.628571,18.280001,17.542856,18.115713,34783000,18.115713
"869",17.857143,17.884287,17.46143,17.642857,31710700,17.642857
"870",17.542856,18,17.145714,17.809999,30639700,17.809999
"871",17.935715,18.257143,17.771429,17.98,18610900,17.98
"872",17.99,18.157143,17.78857,18.059999,17446100,18.059999
"873",18.005714,18.1,16.771429,16.998571,26078500,16.998571
"874",17.074286,17.200001,16.297144,16.632856,27733300,16.632856
"875",16.821428,17,16.28857,16.824286,14732900,16.824286
"876",16.697144,16.837143,16.372856,16.464287,13636700,16.464287
"877",16.487143,16.945715,16.071428,16.854286,18129300,16.854286
"878",16.952856,17.125713,16.602858,16.80143,11553500,16.80143
"879",16.488571,16.547144,16.01,16.082857,20429500,16.082857
"880",15.712857,16.184286,15.427143,15.521429,26104400,15.521429
"881",15.542857,15.78,14.752857,15.665714,22759800,15.665714
"882",15.808571,15.92,15.185714,15.297143,11218200,15.297143
"883",15.628571,15.915714,15.184286,15.324286,15773800,15.324286
"884",15.545714,16.928572,15.325714,16.927143,28483700,16.927143
"885",17.145714,17.535713,16.455713,16.71143,26282900,16.71143
"886",16.597143,16.834286,16.325714,16.790001,12726000,16.790001
"887",16.85,17.214287,16.728571,17.054285,13410600,17.054285
"888",17.345715,17.387142,16.835714,17.274286,17581200,17.274286
"889",17.217142,17.714287,17.014286,17.571428,13643700,17.571428
"890",17.38143,17.464287,17.034286,17.30143,15295700,17.30143
"891",17.242857,17.282858,16.821428,16.912857,14473200,16.912857
"892",16.824286,17.161428,16.450001,16.985714,13239100,16.985714
"893",16.735714,17.271429,16.364286,17.19857,17623900,17.19857
"894",17.435715,17.657143,16.982857,17.092857,33055400,17.092857
"895",15.642857,16.067142,14.535714,14.794286,95617900,14.794286
"896",14.997143,15.535714,14.601429,15.385714,33507600,15.385714
"897",15.501429,15.57,14.508571,14.684286,32959500,14.684286
"898",15,15.065714,14.647143,14.87,22699600,14.87
"899",14.827143,14.908571,14.242857,14.33,34626900,14.33
"900",14.36,14.45,13.618571,14.002857,35392700,14.002857
"901",14.241429,14.74,14.077143,14.65,30704800,14.65
"902",14.86,15,14.424286,14.554286,24295600,14.554286
"903",14.437143,14.961429,14.104286,14.915714,30139200,14.915714
"904",14.995714,15.5,14.957143,15.447143,24243100,15.447143
"905",15.318571,15.814286,15.071429,15.79,24296300,15.79
"906",15.527143,16.964287,15.411429,16.902857,48693400,16.902857
"907",16.857143,16.992857,16.372856,16.700001,21420000,16.700001
"908",16.200001,18.068571,16.171429,17.85857,90987400,17.85857
"909",17.431429,18.345715,17.335714,18.067142,71350300,18.067142
"910",17.77857,19.114286,17.717142,19.007143,71959300,19.007143
"911",18.917143,19.195715,18.610001,18.894285,47224800,18.894285
"912",18.805714,19.700001,18.668571,19.602858,42668500,19.602858
"913",19.928572,20.128571,18.935715,18.995714,59518900,18.995714
"914",18.428572,18.592857,17.905714,17.957144,59725400,17.957144
"915",17.678572,18.53857,17.655714,18.32,46575900,18.32
"916",18.24,18.68,18.215714,18.565714,24221400,18.565714
"917",18.642857,18.925714,18.071428,18.128571,26871600,18.128571
"918",17.940001,17.950001,17.29143,17.325714,36478400,17.325714
"919",17.144285,17.837143,17.092857,17.75,20053600,17.75
"920",17.984285,18.244286,17.768572,17.977142,28499100,17.977142
"921",18.049999,18.225714,17.554285,18.014286,21134400,18.014286
"922",17.892857,17.957144,17.51,17.585714,18643100,17.585714
"923",17.408571,18.135714,17.401428,17.931429,24219300,17.931429
"924",18.695715,19.464287,18.444286,19.272858,58268000,19.272858
"925",19.185715,19.797144,18.944286,19.714287,36800400,19.714287
"926",20,20.357143,19.72143,19.782858,34800500,19.782858
"927",19.701429,20.421429,19.657143,20.255714,32400200,20.255714
"928",20.512857,21.105715,20.482857,20.857143,38980200,20.857143
"929",21.185715,21.39143,20.685715,20.811428,27959400,20.811428
"930",20.947144,20.981428,20.628571,20.879999,18475100,20.879999
"931",21.344286,21.421429,21,21.134287,23407300,21.134287
"932",21.102858,21.27,20.871429,20.950001,20414100,20.950001
"933",20.941429,20.941429,20.374287,20.445715,24116400,20.445715
"934",20.392857,20.5,20.018572,20.071428,28531300,20.071428
"935",20.34,20.35,20.002857,20.065714,23191000,20.065714
"936",20.285713,20.571428,20.002857,20.412857,37009000,20.412857
"937",20.5,21.228571,20.444286,21.02857,32460400,21.02857
"938",21.440001,22.424286,21.328571,22.418571,62444900,22.418571
"939",22.68,23.388571,22.63143,22.924286,81991000,22.924286
"940",23.445715,23.874287,23,23.172857,65331000,23.172857
"941",22.928572,23.737143,22.768572,23.57,41696900,23.57
"942",23.549999,23.57,22.784286,23.122856,38302600,23.122856
"943",22.912857,24.392857,22.888571,24.375713,54484500,24.375713
"944",24.549999,24.914286,23.125713,23.165714,72002700,23.165714
"945",22.942858,22.957144,21.972857,22.094286,58912700,22.094286
"946",21.860001,22.684286,21.652857,22.341429,47406800,22.341429
"947",22.785713,22.85857,22.030001,22.308571,41052900,22.308571
"948",22.07,22.678572,21.20857,21.467142,47487300,21.467142
"949",21.524286,22.012857,21.262857,21.632856,28767900,21.632856
"950",21.719999,21.857143,21.15,21.377144,24377500,21.377144
"951",21.534286,22.354286,21.46143,21.955713,28622300,21.955713
"952",21.959999,22.261429,21.644285,22.19857,25449200,22.19857
"953",22.585714,22.785713,22.001429,22.087143,22960700,22.087143
"954",21.987143,22.394285,21.648571,21.825714,21929600,21.825714
"955",21.932858,22.261429,21.722857,22.245714,24075100,22.245714
"956",22.344286,22.378571,21.717142,21.857143,19976600,21.857143
"957",21.472857,21.775715,21.049999,21.332857,25627700,21.332857
"958",21.428572,22.252857,21.142857,21.878571,63282100,21.878571
"959",24.219999,24.991428,23.797144,24.67,111769000,24.67
"960",23.871429,24.497143,23.705713,24.014286,49298900,24.014286
"961",24.175714,24.264286,23.58,23.834286,25864300,23.834286
"962",23.871429,25.651428,23.864286,25.374287,73645600,25.374287
"963",25.614286,26.39143,25.08,25.5,64831200,25.5
"964",25.571428,25.602858,24.72143,25.1,26392100,25.1
"965",24.991428,25.114286,24.188572,24.795713,41610800,24.795713
"966",24.85,24.857143,23.671429,23.91,34553400,23.91
"967",23.812857,24.768572,23.794287,24.515715,38203200,24.515715
"968",24.662857,24.862858,24.147142,24.494286,27377000,24.494286
"969",24.764286,24.775715,23.799999,23.974285,41218800,23.974285
"970",24.405714,24.415714,23.837143,24.014286,21994000,24.014286
"971",23.832857,24.362858,23.60857,24.161428,28799400,24.161428
"972",24.25,24.985714,24.202856,24.351429,40275900,24.351429
"973",24.285713,25.322857,24.092857,25.267143,38518900,25.267143
"974",24.988571,25.527143,24.792856,25.02,29417500,25.02
"975",24.941429,25.27,24.299999,24.714287,29166900,24.714287
"976",24.561428,24.79143,23.954287,24.042856,31976700,24.042856
"977",23.822857,24.175714,23.367144,23.628571,27365800,23.628571
"978",23.530001,24.072857,23.431429,23.811428,18810400,23.811428
"979",24.227142,24.4,24.002857,24.047144,17776500,24.047144
"980",24.05143,24.75,23.972857,24.719999,22594600,24.719999
"981",25.867144,26.957144,25.857143,26.902857,71804600,26.902857
"982",26.604286,27.442858,26.577143,26.815714,47708500,26.815714
"983",27.272858,27.404285,26.688572,26.967142,28202300,26.967142
"984",26.907143,27.497143,26.828571,27.414286,21292600,27.414286
"985",27.715714,28.571428,27.5,28.417143,49387800,28.417143
"986",28.285713,29.542856,27.935715,29.414286,83170500,29.414286
"987",29.688572,29.89143,28.267143,28.591429,74986800,28.591429
"988",27.747143,28.064285,27.334286,27.63143,59782800,27.63143
"989",27.815714,27.885714,26.371429,26.492857,62869800,26.492857
"990",26.701429,27.667143,26.612858,27.638571,47777100,27.638571
"991",28.178572,28.485714,27.072857,27.115713,49305200,27.115713
"992",26.444286,26.927143,25.912857,26.889999,73343900,26.889999
"993",27.142857,27.44857,26.512857,27.292856,47335400,27.292856
"994",28.197144,28.281429,27.5,27.804285,47511800,27.804285
"995",27.507143,27.515715,26.071428,26.257143,50047200,26.257143
"996",25.877144,26.1,25.30143,25.492857,63529900,25.492857
"997",25.465714,25.917143,25.08,25.5,44511600,25.5
"998",25.507143,26.104286,25.47143,25.950001,34080900,25.950001
"999",26.151428,26.357143,25.655714,25.717142,103407500,25.717142
"1000",25.828571,25.864286,25.219999,25.435715,32995900,25.435715
"1001",25.809999,26.644285,25.644285,26.605715,40583900,26.605715
"1002",26.731428,27.10857,26.371429,26.478571,29177400,26.478571
"1003",26.482857,26.484285,25.935715,26.36857,21014700,26.36857
"1004",25.735714,25.834286,25.394285,25.715714,26189100,25.715714
"1005",25.59,26.338572,25.502857,26.238571,27215300,26.238571
"1006",26.292856,26.357143,25.74,25.752857,19399100,25.752857
"1007",25.714287,25.764286,25.531429,25.685715,14743400,25.685715
"1008",25.578571,25.677143,25.075714,25.1,21562800,25.1
"1009",25,25.838572,24.785713,25.487143,39956000,25.487143
"1010",25.907143,26.414286,25.469999,25.91,44065700,25.91
"1011",25.878571,26.112858,25.530001,25.675714,31799600,25.675714
"1012",25.168571,25.67,25.092857,25.427143,31991400,25.427143
"1013",25.524286,25.792856,25.197144,25.614286,22155000,25.614286
"1014",25.671429,26.85,25.597143,26.84,43674400,26.84
"1015",27.059999,27.328571,26.53857,26.664286,32522700,26.664286
"1016",26.85857,27,26.392857,26.985714,21098700,26.985714
"1017",26.92,27.478571,26.714287,27.355715,29903300,27.355715
"1018",27.258572,27.607143,26.969999,27.354286,19575500,27.354286
"1019",27.352858,27.834286,27.081429,27.668571,18580800,27.668571
"1020",27.544287,27.692858,27.002857,27.267143,21740600,27.267143
"1021",26.688572,26.889999,25.9,26.428572,38231200,26.428572
"1022",26.408571,26.511429,25.955713,26.012857,24908100,26.012857
"1023",25.712856,26.345715,25.152857,26.280001,26971700,26.280001
"1024",26.14143,26.692858,25.937143,26.677143,21464100,26.677143
"1025",26.771429,26.798571,25.975714,26.147142,59841600,26.147142
"1026",29.592857,30.255714,29.225714,30.124287,129042200,30.124287
"1027",30.241428,31.142857,29.807142,31.139999,62805400,31.139999
"1028",30.442858,30.93,30.037144,30.582857,41064100,30.582857
"1029",30.661428,30.968571,30.292856,30.414286,28660800,30.414286
"1030",29.818571,30.524286,29.75,30.18,33358500,30.18
"1031",30.15,30.474285,29.959999,30.212856,21245700,30.212856
"1032",30.422857,31.571428,30.29143,31.438572,44262400,31.438572
"1033",31.827143,31.83,31.122856,31.145714,25432400,31.145714
"1034",31.178572,31.19857,30.877144,31.09,17367700,31.09
"1035",31.04143,31.997143,31.04143,31.755714,28954100,31.755714
"1036",31.567142,32.142857,31.472857,31.885714,21756700,31.885714
"1037",32.034286,33.085712,31.988571,33.009998,46299400,33.009998
"1038",33.668571,35.364285,33.509998,35.364285,78523900,35.364285
"1039",34.784286,34.950001,34.001431,34.398571,48073900,34.398571
"1040",34.672855,34.984287,33.762856,33.959999,45555300,33.959999
"1041",33.695713,34.542858,33.437141,33.66143,39449200,33.66143
"1042",33.968571,34.052856,33.055714,33.644287,32113200,33.644287
"1043",32.195713,32.772858,31.530001,31.657143,55374200,31.657143
"1044",30.792856,31.128571,29.341429,30.171429,68933200,30.171429
"1045",30.357143,30.912857,30.040001,30.74,31628800,30.74
"1046",30.661428,31.07,30.15,30.348572,29468600,30.348572
"1047",30.549999,30.615713,29,29.524286,40524400,29.524286
"1048",29.457144,29.637142,28.678572,29.232857,39839100,29.232857
"1049",29.285713,29.642857,28.821428,29.175714,33028800,29.175714
"1050",29.5,29.584286,28.621429,29.052856,35263200,29.052856
"1051",29.107143,30.182858,29.107143,30.102858,44178400,30.102858
"1052",30.675714,30.69857,29.178572,29.628571,37129400,29.628571
"1053",28.6,28.892857,27.765715,27.921429,68000100,27.921429
"1054",27.898571,28.491428,27.302856,27.57,50239000,27.57
"1055",27.297144,29.105715,26.984285,28.574286,69890100,28.574286
"1056",28.888571,29.32,28.587143,29.219999,35978600,29.219999
"1057",29.032858,29.571428,28.402857,28.742857,29913800,28.742857
"1058",28.925714,31.314285,28.857143,31.015715,76736800,31.015715
"1059",31.575714,31.91,30.321428,30.548571,59555300,30.548571
"1060",30.991428,31.38143,30.407143,30.557142,28709800,30.557142
"1061",30.508572,30.634287,29.617144,29.914286,38354400,29.914286
"1062",30.264286,30.954287,29.65,30.405714,32550000,30.405714
"1063",31.53857,31.814285,31.142857,31.627144,46892300,31.627144
"1064",31.72143,32.857143,31.23,32.722858,57878800,32.722858
"1065",33.139999,33.302856,32.331429,32.732857,43992900,32.732857
"1066",32.422855,33.144287,32.368572,32.85857,30192400,32.85857
"1067",33.357143,34.471428,33.334286,33.902859,51343600,33.902859
"1068",33.995712,34.125713,33.57143,33.91143,26824700,33.91143
"1069",34.098572,34.595715,33.867142,33.992859,27037500,33.992859
"1070",33.897144,34.242859,33.577145,33.968571,24822700,33.968571
"1071",34.42857,34.919998,34.342857,34.584286,37766400,34.584286
"1072",34.975716,35.315716,34.681431,34.959999,24021900,34.959999
"1073",34.942856,35.521427,34.610001,34.889999,26569200,34.889999
"1074",35.42857,35.554287,34.045715,34.281429,40247200,34.281429
"1075",33.625713,33.781429,33.004288,33.422855,41850200,33.422855
"1076",33.705715,34.242859,33.241428,33.55143,38601500,33.55143
"1077",33.254288,33.672855,32.354286,32.594288,31331300,32.594288
"1078",32.124287,33.417145,32.058571,33.417145,40469800,33.417145
"1079",33.782856,34.121429,33.181431,34.107143,30430400,34.107143
"1080",33.997143,34.349998,33.392857,33.818569,35948500,33.818569
"1081",33.804287,33.851429,33.318569,33.64143,21938700,33.64143
"1082",33.144287,33.452858,32.574287,33.332855,21769300,33.332855
"1083",33.395714,34.612858,33.122856,34.507141,36087800,34.507141
"1084",34.77,35.072857,34.201427,34.918571,29532300,34.918571
"1085",34.877144,36.045715,34.798573,36.031429,36942500,36.031429
"1086",36.387142,36.425713,35.42857,35.952858,71051400,35.952858
"1087",33.872856,34.604286,32.471428,32.701427,110663700,32.701427
"1088",32.667145,33.80143,32.164288,33.708572,56493500,33.708572
"1089",33.285713,34.205715,33.234287,33.48143,30851800,33.48143
"1090",33.257141,33.638573,33.099998,33.238571,21412300,33.238571
"1091",34.031429,34.267143,33.485714,33.884285,35550200,33.884285
"1092",33.669998,33.705715,32.57143,33.034286,32200000,33.034286
"1093",33.114285,33.142857,32.185715,32.741428,33527900,32.741428
"1094",32.341431,33.397144,32.317142,32.901428,27300000,32.901428
"1095",33.252857,33.305714,32.714287,32.781429,22122800,32.781429
"1096",33.114285,33.828571,33.05143,33.772858,28853300,33.772858
"1097",33.880001,34.214287,33.572857,33.947144,26876500,33.947144
"1098",34.150002,34.642857,34.001431,34.381428,33600000,34.381428
"1099",34.457142,35.25,34.19857,35.110001,36400000,35.110001
"1100",34.875713,35.66,34.761429,35.217144,35317100,35.217144
"1101",35.142857,35.152859,33.471428,33.869999,33921300,33.869999
"1102",33.57143,34.011429,33.015713,33.848572,29656200,33.848572
"1103",33.914288,34.814285,33.894287,34.648571,30947000,34.648571
"1104",34.785713,35.055714,34.442856,34.675713,23732800,34.675713
"1105",34.511429,35.27,34.451427,35.128571,30755900,35.128571
"1106",34.717144,35.697144,34.285713,35.404285,3.5e+07,35.404285
"1107",35.69857,36.097141,35.23143,35.371429,31802400,35.371429
"1108",35.419998,37.134285,35.310001,37.067142,55647900,37.067142
"1109",37.042858,37.982857,36.937141,37.67857,41690600,37.67857
"1110",37.785713,37.869999,37.360001,37.787144,19627300,37.787144
"1111",38.17857,38.685715,37.771427,38.685715,33658800,38.685715
"1112",38.495712,39.091431,37.92857,38.18,41684300,38.18
"1113",38.007141,38.997143,37.73143,38.814285,30041200,38.814285
"1114",38.57143,39.462856,38.5,39.099998,34934900,39.099998
"1115",39.052856,39.671429,37.23,37.512856,45899000,37.512856
"1116",37.535713,38.205715,37.254288,37.669998,36411200,37.669998
"1117",37.60857,37.919998,36.92857,37.465714,27864200,37.465714
"1118",37.459999,37.782856,36.885715,37.509998,21591500,37.509998
"1119",37.374287,37.799999,36.831429,36.945713,30501800,36.945713
"1120",37.111427,37.57143,36.39143,36.745712,23246300,36.745712
"1121",37.114285,37.371429,36.562859,37.304287,21319200,37.304287
"1122",37.068569,37.53857,36.612858,36.73143,22248100,36.73143
"1123",36.635715,36.812859,34.894287,35.614285,39373600,35.614285
"1124",35.864285,35.977142,34.957142,35.095715,28554400,35.095715
"1125",34.55143,35.401428,34.302856,35.09,19649000,35.09
"1126",35.098572,36.400002,34.694286,36.235714,21613900,36.235714
"1127",35.971428,36.177143,35.382858,35.522858,21876400,35.522858
"1128",35.02,37.264286,34.957142,36.531429,36745800,36.531429
"1129",36.714287,37.214287,36.298573,36.708572,34063400,36.708572
"1130",36.414288,37.494286,35.94857,37.16,23160200,37.16
"1131",37.417145,38.084286,37.224285,37.869999,16490600,37.869999
"1132",38.14143,38.39143,37.57143,37.848572,18239900,37.848572
"1133",37.814285,37.857143,37.257141,37.527142,17966900,37.527142
"1134",37.437141,38.322857,37.437141,38.284286,27940500,38.284286
"1135",39.42857,41.604286,39.387142,41.375713,62904100,41.375713
"1136",40.950001,41.682858,40.642857,41.565716,32587800,41.565716
"1137",41.918571,42.478573,41.66143,41.774284,26770100,41.774284
"1138",41.18,42.257141,41.017143,42.162857,20738200,42.162857
"1139",42.118572,43.07143,40.985714,41.534286,36917300,41.534286
"1140",41.704285,42.327145,40.971428,41.610001,36339800,41.610001
"1141",42.957142,43.541428,42.371429,42.675713,49245000,42.675713
"1142",42.785713,42.857143,40.751431,40.945713,40881400,40.945713
"1143",41.137142,41.392857,40.23143,40.990002,28459200,40.990002
"1144",40.351429,40.352856,39.177143,39.857143,28844200,39.857143
"1145",40.57143,41.330002,40.562859,41.041428,19149200,41.041428
"1146",40.42857,40.700001,39.717144,40.200001,19914300,40.200001
"1147",40.214287,40.682858,39.30143,39.401428,22668800,39.401428
"1148",38.998569,39.814285,38.650002,39.511429,23739800,39.511429
"1149",40.081429,40.785713,39.628571,40.218571,52708600,40.218571
"1150",36.514286,38.327145,35.922855,38.130001,97017900,38.130001
"1151",38.509998,39.142857,38.171429,38.488571,38229100,38.488571
"1152",37.761429,38.672855,37.587143,38.08857,28319200,38.08857
"1153",37.298573,38.102856,37.214287,37.998569,23352000,37.998569
"1154",38.362858,38.5,36.965714,37.625713,25886700,37.625713
"1155",37.39143,38.228573,36.705715,36.742859,23356200,36.742859
"1156",36.785713,37.357143,35.875713,37.142857,24917200,37.142857
"1157",36.721428,37.181431,34.965714,35.110001,33214300,35.110001
"1158",35.505714,35.83857,33.775715,34.444286,37859500,34.444286
"1159",32.849998,33.665714,31.642857,32.377144,37291800,32.377144
"1160",32.451427,34.299999,32.01857,33.971428,36947400,33.971428
"1161",33.357143,34.284286,33.02,33.202858,22071700,33.202858
"1162",33.587143,35.099998,33.372856,34.732857,21564900,34.732857
"1163",35.291428,35.407143,34.581429,34.857143,18046000,34.857143
"1164",35.095715,35.254288,33.744286,35.182858,23191000,35.182858
"1165",34.904285,35.048573,33.700001,34.148571,18447100,34.148571
"1166",34.372856,34.439999,32.648571,33.177143,25797100,33.177143
"1167",31.914286,32.285713,30.71143,31.068571,34983900,31.068571
"1168",30.624287,31.571428,29.285713,29.315714,32870600,29.315714
"1169",30.338572,30.338572,29.049999,29.315714,33551000,29.315714
"1170",29.571428,31.392857,29.155714,31.362858,29471400,31.362858
"1171",31.29143,31.428572,29.928572,30.861429,30849700,30.861429
"1172",31.112858,31.95857,30.63143,30.832857,26050500,30.832857
"1173",30.625713,31.785713,30.357143,31.69857,25616500,31.69857
"1174",32.424286,32.425713,31.75,32.148571,19516000,32.148571
"1175",32.07143,34.115715,31.928572,33.754288,31488800,33.754288
"1176",34.132858,34.554287,32.984287,33.572857,27595400,33.572857
"1177",33.504288,34.07143,33.218571,33.324287,21085400,33.324287
"1178",29.815714,30.69857,29.66,30.444286,55624100,30.444286
"1179",29.871429,31.27857,29.818571,31.252857,28156800,31.252857
"1180",31.64143,31.71143,30.367144,30.857143,29697500,30.857143
"1181",30.58,31.25,29.972857,30.171429,27562500,30.171429
"1182",30.031429,30.299999,29.027143,29.138571,31879400,29.138571
"1183",28.758572,30.09,28.374287,30.007143,31899000,30.007143
"1184",29.994286,29.997143,29.15,29.821428,21983500,29.821428
"1185",29.867144,30.178572,29.345715,29.815714,18268600,29.815714
"1186",25.247143,26.485714,24.018572,24.178572,148744400,24.178572
"1187",23.97143,24,22.02,22.17,124931800,22.17
"1188",22.384287,23.284286,20.370001,20.535713,139805400,20.535713
"1189",20.200001,20.425714,18.481428,18.575714,224343000,18.575714
"1190",18.625713,19.182858,17.860001,18.357143,158463900,18.357143
"1191",18.875713,18.985714,17.892857,18.361429,115101000,18.361429
"1192",18.292856,19.17,18.217142,18.48,74465300,18.48
"1193",19.459999,19.697144,18.08,18.888571,80972500,18.888571
"1194",19.197144,19.284286,18.059999,18.212856,77775600,18.212856
"1195",18.362858,18.9,18.081429,18.162857,56025200,18.162857
"1196",18.295713,18.347143,15.391429,16.17,135921800,16.17
"1197",15.602857,16.535713,15.375714,16.181429,76881700,16.181429
"1198",16.44857,17.134287,16.088572,16.178572,59146500,16.178572
"1199",16.382856,16.714287,15.714286,16.414286,50512000,16.414286
"1200",16.512857,17.122856,16,17.10857,52418800,17.10857
"1201",17.1,17.75,16.925714,17.605715,40497100,17.605715
"1202",17.571428,17.74,16.714287,16.744286,40393500,16.744286
"1203",18.222857,18.357143,15.33,15.945714,151744600,15.945714
"1204",15.617143,15.848571,14.732857,15.522857,141077300,15.522857
"1205",15.628571,16.605715,15.295714,16.231428,72188200,16.231428
"1206",16.085714,16.995714,15.892857,16.715714,69115200,16.715714
"1207",17.352858,17.428572,16.342857,16.577143,49319200,16.577143
"1208",16.558571,17.035713,16.46143,16.761429,39347000,16.761429
"1209",16.75,16.784286,15.797143,15.962857,42016100,15.962857
"1210",15.808571,16.298571,15.084286,15.631429,60456900,15.631429
"1211",15.721429,15.998571,15.582857,15.925714,25578000,15.925714
"1212",16.241428,16.732857,15.848571,16.719999,43923600,16.719999
"1213",17.014286,17.182858,16.442858,16.977142,120460200,16.977142
"1214",10.7,11.341429,10.607143,11.052857,315541800,11.052857
"1215",11.247143,11.631429,10.771429,11.342857,148733900,11.342857
"1216",11.74,11.817143,11.321429,11.551429,71190000,11.551429
"1217",11.468571,12.094286,11.371429,12.02,57769600,12.02
"1218",11.948571,12.012857,11.635714,11.725714,39653600,11.725714
"1219",11.444286,11.571429,11.248571,11.441429,33016200,11.441429
"1220",11.53,12.057143,11.444286,11.912857,41384000,11.912857
"1221",12.018571,13.228571,11.685714,13.184286,94685500,13.184286
"1222",13.067143,13.27,12.535714,12.86,84483700,12.86
"1223",13,13.405714,12.854286,12.975714,47485200,12.975714
"1224",13.032857,13.228571,12.807143,12.924286,31906000,12.924286
"1225",12.714286,12.92,12.571429,12.578571,28756000,12.578571
"1226",12.755714,12.9,12.12,12.16,39614400,12.16
"1227",12.271429,12.564286,11.957143,12.535714,38140200,12.535714
"1228",12.57,12.585714,12.207143,12.245714,21811300,12.245714
"1229",12.164286,12.435714,12.071429,12.325714,21372400,12.325714
"1230",12.351429,12.351429,11.555714,11.597143,34560400,11.597143
"1231",11.538571,11.571429,10.827143,10.922857,52823400,10.922857
"1232",10.957143,11.285714,10.862857,11.151429,34729100,11.151429
"1233",11,11.425714,10.465714,10.638571,44408000,10.638571
"1234",9.887143,10.6,9.857143,10.064286,106696800,10.064286
"1235",9.95,10.111429,9.774286,9.785714,44626400,9.785714
"1236",9.738571,9.945714,8.985714,9.122857,38045000,9.122857
"1237",9.6,10.108571,9.544286,9.992857,56503300,9.992857
"1238",9.904286,9.912857,9.378571,9.652857,50081500,9.652857
"1239",9.861429,9.902857,8.91,9.218571,108332700,9.218571
"1240",9.202857,9.777143,9.142857,9.595714,52402700,9.595714
"1241",9.46,9.698571,9.301429,9.481429,39710300,9.481429
"1242",9.564286,10.272857,9.328571,10.017143,67872000,10.017143
"1243",10.011429,10.11,9.544286,9.734286,59470600,9.734286
"1244",9.757143,10.395714,9.642857,10.28,59046400,10.28
"1245",10.218571,10.421429,9.87,9.917143,46216100,9.917143
"1246",9.934286,10.24,9.932857,10.127143,32909100,10.127143
"1247",9.962857,10.975714,9.931429,10.751429,93400300,10.751429
"1248",10.778571,11.084286,10.228571,10.301429,72621500,10.301429
"1249",9.94,10.235714,9.845714,10.148571,37184000,10.148571
"1250",10.228571,10.28,9.914286,9.96,26247200,9.96
"1251",10.027143,10.121429,9.88,9.974286,32560500,9.974286
"1252",9.97,9.97,9.561429,9.592857,24200400,9.592857
"1253",9.807143,10.227143,9.745714,10.2,30880500,10.2
"1254",10.184286,10.344286,10.027143,10.138571,25386900,10.138571
"1255",10.16,10.628571,10.16,10.548571,25860800,10.548571
"1256",10.59,10.654286,10.328571,10.374286,22556100,10.374286
"1257",10.328571,10.355714,10.028571,10.085714,21940800,10.085714
"1258",10.074286,10.142857,9.795714,9.885714,23597000,9.885714
"1259",9.854286,9.984286,9.658571,9.9,26163200,9.9
"1260",9.872857,10.084286,9.832857,9.898571,21809200,9.898571
"1261",10.04,10.388571,10.018571,10.32,29213800,10.32
"1262",10.335714,11.567143,10.258571,11.492857,100489900,11.492857
"1263",11.345714,11.694286,11.04,11.328571,86552900,11.328571
"1264",11.302857,12.471429,11.242857,12.327143,125610800,12.327143
"1265",12.801429,14.235714,12.448571,14.025714,214073300,14.025714
"1266",14.257143,14.262857,13.214286,13.69,146335000,13.69
"1267",13.57,13.657143,13.064286,13.164286,87148600,13.164286
"1268",13.211429,13.338571,12.742857,13.164286,61243000,13.164286
"1269",13.067143,13.792857,12.885714,13.482857,88839100,13.482857
"1270",13.714286,13.978571,13.475714,13.531429,58832200,13.531429
"1271",13.311429,14.131429,13.178571,14.077143,66091200,14.077143
"1272",14.237143,14.942857,14.237143,14.78,78789900,14.78
"1273",14.657143,14.967143,14.241429,14.32,53860800,14.32
"1274",14.101429,14.231429,13.371429,13.422857,61086900,13.422857
"1275",13.157143,13.527143,13.068571,13.238571,41929300,13.238571
"1276",13.242857,13.642857,13.092857,13.577143,77953400,13.577143
"1277",16.271429,17.052856,16.008572,16.572857,158944100,16.572857
"1278",16.542856,17.712856,16.325714,17.684286,102228700,17.684286
"1279",17.822857,18.497143,17.602858,17.918571,105826000,17.918571
"1280",17.855715,17.927143,16.821428,17.171429,84273700,17.171429
"1281",17.344286,17.678572,16.892857,17.567142,52306800,17.567142
"1282",17.642857,17.964287,17.464287,17.714287,41126400,17.714287
"1283",17.857143,18.212856,17.620001,18.061428,46788000,18.061428
"1284",17.602858,18.657143,17.407143,18.464287,81617200,18.464287
"1285",18.389999,19.061428,18.115713,18.268572,81435200,18.268572
"1286",17.981428,18.19857,17.632856,17.714287,51012500,17.714287
"1287",17.772858,18.139999,17.450001,17.834286,40514600,17.834286
"1288",17.72143,18.035713,17.552856,17.704287,33901000,17.704287
"1289",17.852858,17.854286,16.875713,16.9,52550400,16.9
"1290",16.998571,17.75,16.935715,17.581429,52407600,17.581429
